store_item,LightGBM_raw,XGBoost_raw,LightGBM_log1p,XGBoost_log1p,LightGBM_zscore,XGBoost_zscore
5_10,0.8185295261260113,0.8633652925149875,0.7774338427930697,0.8916701862052752,0.7191190839791664,0.8873449723372302
5_11,0.6773251928310602,0.7187326470874579,0.6650196233711384,0.6843534768850855,0.6710539001788878,0.7183139552613953
5_12,0.6512502130681086,0.6860313506625711,0.6477787751274229,0.6683086231750109,0.6444122033878774,0.7179523150214993
5_13,1.041501678900842,1.0689141003986073,1.072458775254451,1.2136737387498233,1.0632402471509115,1.1764628050903079
5_14,0.755834325974209,0.8429488563318749,0.7768737270080855,0.9749370493110813,0.7549671247402262,1.042212991228759
5_15,0.8912502723831903,1.0085248481919036,0.902789163990971,1.0946729107116508,0.8738331616084904,1.0309120515765882
5_16,0.6465897859847501,0.7148409155811108,0.6149486213226921,0.693011227203249,0.6359055103407695,0.7915761948880384
5_17,0.6411725998296998,0.6721221328103826,0.621323833010319,0.6440981215015726,0.6499992274298164,0.696601048694733
5_18,0.9033758893446094,0.9874870408189997,0.8410539763949533,0.9634366762200361,0.8600304749604337,1.1297190322944266
5_19,0.8807263630395545,0.9426716953044106,0.8347557044645347,1.1004190956108018,0.8255507269070551,1.0128948754418323
5_2,0.6490930972302059,0.6809705311242794,0.6306087990600671,0.67140705923212,0.6761715579197686,0.7576362591723729
5_20,0.5712838974603848,0.5698222835492294,0.5632695283679133,0.6276964473901171,0.5325900019644896,0.6755147983441315
5_21,0.4996296159108327,0.5577716304839568,0.4888312143415159,0.574325938785234,0.5307296383316927,0.7274269426401498
5_22,0.6869346936956113,0.7321768569752181,0.6770704346592993,0.733779602482749,0.6837070485757809,0.7648899228634001
5_23,0.6438909987299685,0.6733731408507259,0.6439638880524932,0.7513613454021909,0.6450282312306723,0.8492067652346642
5_24,0.6027525552272489,0.6306507712380965,0.6023547499304972,0.6412916000092498,0.6328247759725093,0.7070835526438823
5_25,0.7712041931421649,0.8315040179665141,0.7518537229112585,0.7994150856042074,0.7829096009556336,0.8298872545945486
5_26,0.6199241343883715,0.6825659659627874,0.5843406102415457,0.6117751407196961,0.5917434460486853,0.6582342303510901
5_27,0.6305032103332223,0.6518457019583836,0.6070139709354483,0.6203488708380507,0.6100287174951978,0.6772371548646121
5_28,0.9344976680412941,0.9906382210473532,0.8626519707088108,0.9642249646254789,0.8527500580122419,1.035817093756271
5_29,0.7354583758637121,0.7968080695754703,0.7432070504501098,0.7504665313419615,0.7269343314678346,0.7687876931160587
5_3,0.6471469774504343,0.6689293070019604,0.6211170931705848,0.823105572231674,0.6578536917868703,0.7512889732653124
5_30,0.6672618066615519,0.76017798321183,0.6587521283120615,0.6939867029450792,0.6399918306570902,0.6804789215270162
5_4,0.666337857327649,0.7079144203876273,0.6230826516897712,0.6833449433782854,0.6426913152368776,0.6533762304674432
5_5,0.7046599874247302,0.7374559099786413,0.6917333759234262,0.7218295542309895,0.6829197764663499,0.7142622593893843
5_6,0.7151922853965488,0.7620426944185171,0.6930015267039416,0.714960827044678,0.6973858567994674,0.7203951961233062
5_7,1.241837702450212,1.2811454181573059,1.2652742771972483,1.4401860711631178,1.2796140467409844,1.4345475221264383
5_8,0.6005511574417053,0.6145300179393899,0.6083924002355005,0.6086150868881707,0.6292470100384366,0.6499500600194953
